date,ingredient,unit,consumed_qty
2025-12-03,Egg,g,2402.6
2025-12-03,Cheese,g,4704.7
2025-12-03,Flour,g,12699.5
2025-12-04,Rice,g,26265.1
2025-12-04,Chicken,g,25779.6
2025-12-04,Spices,g,2672.9
2025-12-04,Oil,ml,8396.1
2025-12-04,Vegetables,g,15468.7
2025-12-04,Egg,g,2726.4
2025-12-04,Cheese,g,4157.9
2025-12-04,Flour,g,12511.6
2025-12-05,Rice,g,28120.3
2025-12-05,Chicken,g,31403.3
2025-12-05,Spices,g,2921.3
2025-12-05,Oil,ml,9499.6
2025-12-05,Vegetables,g,17389.0
2025-12-05,Egg,g,2696.8
2025-12-05,Cheese,g,6661.1
2025-12-05,Flour,g,17417.6
2025-12-06,Rice,g,31337.0
2025-12-06,Chicken,g,35690.0
2025-12-06,Spices,g,3203.2
2025-12-06,Oil,ml,10619.8
2025-12-06,Vegetables,g,18898.5
2025-12-06,Egg,g,2672.6
2025-12-06,Cheese,g,8031.8
2025-12-06,Flour,g,20300.7
2025-12-07,Rice,g,31326.1
2025-12-07,Chicken,g,36926.6
2025-12-07,Spices,g,3047.1
2025-12-07,Oil,ml,9472.2
2025-12-07,Vegetables,g,19998.3
2025-12-07,Egg,g,2190.1
2025-12-07,Cheese,g,9043.6
2025-12-07,Flour,g,22764.0
2025-12-08,Rice,g,22813.3
2025-12-08,Chicken,g,26973.4
2025-12-08,Spices,g,2529.2
2025-12-08,Oil,ml,7958.3
2025-12-08,Vegetables,g,12232.3
2025-12-08,Egg,g,1564.9
2025-12-08,Cheese,g,4432.7
2025-12-08,Flour,g,12296.9
2025-12-09,Rice,g,19373.8
2025-12-09,Chicken,g,22750.8
2025-12-09,Spices,g,2161.8
2025-12-09,Oil,ml,6985.1
2025-12-09,Vegetables,g,11362.2
2025-12-09,Egg,g,1655.2
2025-12-09,Cheese,g,4151.5
2025-12-09,Flour,g,11397.5
2025-12-10,Rice,g,23514.1
2025-12-10,Chicken,g,22723.3
2025-12-10,Spices,g,2373.0
2025-12-10,Oil,ml,7849.0
2025-12-10,Vegetables,g,13547.7
2025-12-10,Egg,g,2640.9
2025-12-10,Cheese,g,3716.2
2025-12-10,Flour,g,10655.1
2025-12-11,Rice,g,25368.6
2025-12-11,Chicken,g,27196.2
2025-12-11,Spices,g,2608.6
2025-12-11,Oil,ml,8093.3
2025-12-11,Vegetables,g,14458.3
2025-12-11,Egg,g,2386.9
2025-12-11,Cheese,g,4829.3
2025-12-11,Flour,g,12626.9
2025-12-12,Rice,g,30822.0
2025-12-12,Chicken,g,35833.8
2025-12-12,Spices,g,3322.1
2025-12-12,Oil,ml,10899.3
2025-12-12,Vegetables,g,18200.6
2025-12-12,Egg,g,2669.9
2025-12-12,Cheese,g,6348.7
2025-12-12,Flour,g,18066.4
2025-12-13,Rice,g,33956.7
2025-12-13,Chicken,g,38377.7
2025-12-13,Spices,g,3496.2
2025-12-13,Oil,ml,11002.6
2025-12-13,Vegetables,g,19588.6
2025-12-13,Egg,g,3016.5
2025-12-13,Cheese,g,7064.3
2025-12-13,Flour,g,19075.2
2025-12-14,Rice,g,33783.0
2025-12-14,Chicken,g,40030.4
2025-12-14,Spices,g,3571.2
2025-12-14,Oil,ml,11489.1
2025-12-14,Vegetables,g,19369.3
2025-12-14,Egg,g,2528.8
2025-12-14,Cheese,g,7526.7
2025-12-14,Flour,g,19476.5
2025-12-15,Rice,g,20348.8
2025-12-15,Chicken,g,22193.4
2025-12-15,Spices,g,2020.1
2025-12-15,Oil,ml,6734.3
2025-12-15,Vegetables,g,11620.8
2025-12-15,Egg,g,2116.0
2025-12-15,Cheese,g,3163.1
2025-12-15,Flour,g,9907.8
2025-12-16,Rice,g,26847.4
2025-12-16,Chicken,g,26588.1
2025-12-16,Spices,g,2561.7
2025-12-16,Oil,ml,7089.8
2025-12-16,Vegetables,g,13238.6
2025-12-16,Egg,g,1814.3
2025-12-16,Cheese,g,4285.0
2025-12-16,Flour,g,11226.1
2025-12-17,Rice,g,26554.6
2025-12-17,Chicken,g,28982.1
2025-12-17,Spices,g,2883.4
2025-12-17,Oil,ml,9058.9
2025-12-17,Vegetables,g,15062.9
2025-12-17,Egg,g,2279.1
2025-12-17,Cheese,g,5155.1
2025-12-17,Flour,g,13824.4
2025-12-18,Rice,g,23911.1
2025-12-18,Chicken,g,26026.3
2025-12-18,Spices,g,2444.7
2025-12-18,Oil,ml,8321.7
2025-12-18,Vegetables,g,14502.3
2025-12-18,Egg,g,2659.4
2025-12-18,Cheese,g,4355.2
2025-12-18,Flour,g,12801.0
2025-12-19,Rice,g,31295.7
2025-12-19,Chicken,g,35426.4
2025-12-19,Spices,g,3438.2
2025-12-19,Oil,ml,10737.2
2025-12-19,Vegetables,g,17198.8
2025-12-19,Egg,g,2236.6
2025-12-19,Cheese,g,6630.7
2025-12-19,Flour,g,17480.7
2025-12-20,Rice,g,33527.8
2025-12-20,Chicken,g,38569.0
2025-12-20,Spices,g,3476.9
2025-12-20,Oil,ml,10620.6
2025-12-20,Vegetables,g,20044.6
2025-12-20,Egg,g,2581.8
2025-12-20,Cheese,g,9131.7
2025-12-20,Flour,g,21240.9
2025-12-21,Rice,g,38428.5
2025-12-21,Chicken,g,38785.0
2025-12-21,Spices,g,3544.8
2025-12-21,Oil,ml,9900.6
2025-12-21,Vegetables,g,18510.4
2025-12-21,Egg,g,2379.1
2025-12-21,Cheese,g,6308.9
2025-12-21,Flour,g,16051.6
2025-12-22,Rice,g,23230.9
2025-12-22,Chicken,g,24850.8
2025-12-22,Spices,g,2447.6
2025-12-22,Oil,ml,7573.3
2025-12-22,Vegetables,g,13902.3
2025-12-22,Egg,g,1981.3
2025-12-22,Cheese,g,5193.0
2025-12-22,Flour,g,13997.9
2025-12-23,Rice,g,20899.0
2025-12-23,Chicken,g,27220.9
2025-12-23,Spices,g,2617.1
2025-12-23,Oil,ml,8295.5
2025-12-23,Vegetables,g,10846.7
2025-12-23,Egg,g,1361.5
2025-12-23,Cheese,g,3233.3
2025-12-23,Flour,g,10142.7
2025-12-24,Rice,g,28200.6
2025-12-24,Chicken,g,27558.7
2025-12-24,Spices,g,2968.4
2025-12-24,Oil,ml,9242.2
2025-12-24,Vegetables,g,14731.7
2025-12-24,Egg,g,2584.5
2025-12-24,Cheese,g,3563.8
2025-12-24,Flour,g,10935.6
2025-12-25,Rice,g,40252.1
2025-12-25,Chicken,g,40137.1
2025-12-25,Spices,g,3914.2
2025-12-25,Oil,ml,11110.8
2025-12-25,Vegetables,g,22423.9
2025-12-25,Egg,g,3246.3
2025-12-25,Cheese,g,7725.3
2025-12-25,Flour,g,20416.2
2025-12-26,Rice,g,30913.0
2025-12-26,Chicken,g,37372.9
2025-12-26,Spices,g,3383.2
2025-12-26,Oil,ml,11118.3
2025-12-26,Vegetables,g,16589.7
2025-12-26,Egg,g,2405.9
2025-12-26,Cheese,g,5162.2
2025-12-26,Flour,g,14913.4
2025-12-27,Rice,g,38497.7
2025-12-27,Chicken,g,39499.2
2025-12-27,Spices,g,3713.0
2025-12-27,Oil,ml,11289.7
2025-12-27,Vegetables,g,19900.7
2025-12-27,Egg,g,3004.1
2025-12-27,Cheese,g,6883.1
2025-12-27,Flour,g,17937.8
2025-12-28,Rice,g,35537.9
2025-12-28,Chicken,g,36705.1
2025-12-28,Spices,g,3567.2
2025-12-28,Oil,ml,10190.6
2025-12-28,Vegetables,g,18031.6
2025-12-28,Egg,g,2558.7
2025-12-28,Cheese,g,5711.2
2025-12-28,Flour,g,15282.4
2025-12-29,Rice,g,21574.1
2025-12-29,Chicken,g,21584.4
2025-12-29,Spices,g,2083.7
2025-12-29,Oil,ml,5840.5
2025-12-29,Vegetables,g,10857.2
2025-12-29,Egg,g,1454.9
2025-12-29,Cheese,g,3144.9
2025-12-29,Flour,g,9247.7
2025-12-30,Rice,g,17481.5
2025-12-30,Chicken,g,20262.7
2025-12-30,Spices,g,1843.6
2025-12-30,Oil,ml,6134.8
2025-12-30,Vegetables,g,11017.1
2025-12-30,Egg,g,1659.8
2025-12-30,Cheese,g,3364.3
2025-12-30,Flour,g,10633.6
2025-12-31,Rice,g,27492.8
2025-12-31,Chicken,g,27086.5
2025-12-31,Spices,g,2712.6
2025-12-31,Oil,ml,7879.0
2025-12-31,Vegetables,g,14843.3
2025-12-31,Egg,g,2270.6
2025-12-31,Cheese,g,5104.5
2025-12-31,Flour,g,13832.2
2026-01-01,Rice,g,35739.3
2026-01-01,Chicken,g,37134.0
2026-01-01,Spices,g,3642.9
2026-01-01,Oil,ml,11543.4
2026-01-01,Vegetables,g,19993.1
2026-01-01,Egg,g,2987.5
2026-01-01,Cheese,g,6958.7
2026-01-01,Flour,g,18443.3
2026-01-02,Rice,g,28780.3
2026-01-02,Chicken,g,38383.2
2026-01-02,Spices,g,3554.9
2026-01-02,Oil,ml,11987.8
2026-01-02,Vegetables,g,17797.9
2026-01-02,Egg,g,2265.6
2026-01-02,Cheese,g,7590.2
2026-01-02,Flour,g,19919.4
2026-01-03,Rice,g,30350.7
2026-01-03,Chicken,g,40170.4
2026-01-03,Spices,g,3632.4
2026-01-03,Oil,ml,12232.2
2026-01-03,Vegetables,g,18583.8
2026-01-03,Egg,g,2171.0
2026-01-03,Cheese,g,9314.9
2026-01-03,Flour,g,22117.8
2026-01-04,Rice,g,28932.4
2026-01-04,Chicken,g,34655.4
2026-01-04,Spices,g,3114.1
2026-01-04,Oil,ml,10104.4
2026-01-04,Vegetables,g,16368.1
2026-01-04,Egg,g,2283.9
2026-01-04,Cheese,g,6868.7
2026-01-04,Flour,g,17442.8
2026-01-05,Rice,g,22921.0
2026-01-05,Chicken,g,23519.1
2026-01-05,Spices,g,2364.1
2026-01-05,Oil,ml,7289.2
2026-01-05,Vegetables,g,12741.9
2026-01-05,Egg,g,2029.0
2026-01-05,Cheese,g,4237.0
2026-01-05,Flour,g,10910.4
2026-01-06,Rice,g,21794.2
2026-01-06,Chicken,g,23988.8
2026-01-06,Spices,g,2220.2
2026-01-06,Oil,ml,6695.8
2026-01-06,Vegetables,g,12420.1
2026-01-06,Egg,g,1562.0
2026-01-06,Cheese,g,4403.9
2026-01-06,Flour,g,12286.5
2026-01-07,Rice,g,26947.3
2026-01-07,Chicken,g,24026.4
2026-01-07,Spices,g,2492.4
2026-01-07,Oil,ml,7352.8
2026-01-07,Vegetables,g,15481.1
2026-01-07,Egg,g,2733.5
2026-01-07,Cheese,g,4910.8
2026-01-07,Flour,g,12591.2
2026-01-08,Rice,g,22200.6
2026-01-08,Chicken,g,26440.9
2026-01-08,Spices,g,2567.3
2026-01-08,Oil,ml,8585.8
2026-01-08,Vegetables,g,15064.4
2026-01-08,Egg,g,2309.0
2026-01-08,Cheese,g,6135.0
2026-01-08,Flour,g,16315.2
2026-01-09,Rice,g,33886.0
2026-01-09,Chicken,g,32702.2
2026-01-09,Spices,g,3214.8
2026-01-09,Oil,ml,9339.4
2026-01-09,Vegetables,g,20446.8
2026-01-09,Egg,g,3039.9
2026-01-09,Cheese,g,7951.0
2026-01-09,Flour,g,20212.4
2026-01-10,Rice,g,30986.9
2026-01-10,Chicken,g,37625.7
2026-01-10,Spices,g,3318.6
2026-01-10,Oil,ml,10366.1
2026-01-10,Vegetables,g,18968.8
2026-01-10,Egg,g,2124.4
2026-01-10,Cheese,g,8825.9
2026-01-10,Flour,g,21621.5
2026-01-11,Rice,g,39400.9
2026-01-11,Chicken,g,41368.5
2026-01-11,Spices,g,3805.9
2026-01-11,Oil,ml,10823.0
2026-01-11,Vegetables,g,22232.9
2026-01-11,Egg,g,3203.7
2026-01-11,Cheese,g,8047.7
2026-01-11,Flour,g,20731.9
2026-01-12,Rice,g,23414.2
2026-01-12,Chicken,g,21205.9
2026-01-12,Spices,g,2144.1
2026-01-12,Oil,ml,6323.8
2026-01-12,Vegetables,g,12833.4
2026-01-12,Egg,g,2072.3
2026-01-12,Cheese,g,4355.4
2026-01-12,Flour,g,11535.2
2026-01-13,Rice,g,27182.1
2026-01-13,Chicken,g,24245.4
2026-01-13,Spices,g,2567.7
2026-01-13,Oil,ml,7847.3
2026-01-13,Vegetables,g,14597.5
2026-01-13,Egg,g,2726.6
2026-01-13,Cheese,g,3649.6
2026-01-13,Flour,g,10387.7
2026-01-14,Rice,g,22618.1
2026-01-14,Chicken,g,24575.5
2026-01-14,Spices,g,2417.0
2026-01-14,Oil,ml,7268.8
2026-01-14,Vegetables,g,13253.8
2026-01-14,Egg,g,1854.7
2026-01-14,Cheese,g,4792.2
2026-01-14,Flour,g,13052.7
2026-01-15,Rice,g,23069.9
2026-01-15,Chicken,g,25003.2
2026-01-15,Spices,g,2381.2
2026-01-15,Oil,ml,7792.5
2026-01-15,Vegetables,g,13844.5
2026-01-15,Egg,g,2079.3
2026-01-15,Cheese,g,4695.7
2026-01-15,Flour,g,13136.9
2026-01-16,Rice,g,34027.3
2026-01-16,Chicken,g,39797.0
2026-01-16,Spices,g,3708.7
2026-01-16,Oil,ml,11450.4
2026-01-16,Vegetables,g,19328.3
2026-01-16,Egg,g,2567.8
2026-01-16,Cheese,g,7434.1
2026-01-16,Flour,g,19808.9
2026-01-17,Rice,g,34602.9
2026-01-17,Chicken,g,38674.4
2026-01-17,Spices,g,3621.3
2026-01-17,Oil,ml,11730.1
2026-01-17,Vegetables,g,20869.1
2026-01-17,Egg,g,3061.4
2026-01-17,Cheese,g,8326.1
2026-01-17,Flour,g,20916.7
2026-01-18,Rice,g,34107.5
2026-01-18,Chicken,g,37984.4
2026-01-18,Spices,g,3377.1
2026-01-18,Oil,ml,10138.7
2026-01-18,Vegetables,g,18533.0
2026-01-18,Egg,g,2108.7
2026-01-18,Cheese,g,7456.6
2026-01-18,Flour,g,18544.0
2026-01-19,Rice,g,25229.0
2026-01-19,Chicken,g,25563.2
2026-01-19,Spices,g,2648.2
2026-01-19,Oil,ml,8199.7
2026-01-19,Vegetables,g,13221.1
2026-01-19,Egg,g,2216.8
2026-01-19,Cheese,g,3648.6
2026-01-19,Flour,g,10632.0
2026-01-20,Rice,g,22573.1
2026-01-20,Chicken,g,25656.3
2026-01-20,Spices,g,2384.4
2026-01-20,Oil,ml,7487.5
2026-01-20,Vegetables,g,12297.5
2026-01-20,Egg,g,1862.8
2026-01-20,Cheese,g,4146.9
2026-01-20,Flour,g,11870.1
2026-01-21,Rice,g,26059.5
2026-01-21,Chicken,g,28739.5
2026-01-21,Spices,g,2661.9
2026-01-21,Oil,ml,8303.8
2026-01-21,Vegetables,g,14455.4
2026-01-21,Egg,g,2046.6
2026-01-21,Cheese,g,5400.6
2026-01-21,Flour,g,13876.2
2026-01-22,Rice,g,21398.3
2026-01-22,Chicken,g,22546.4
2026-01-22,Spices,g,2092.9
2026-01-22,Oil,ml,6321.8
2026-01-22,Vegetables,g,14520.2
2026-01-22,Egg,g,2037.0
2026-01-22,Cheese,g,4971.5
2026-01-22,Flour,g,15011.1
2026-01-23,Rice,g,31096.4
2026-01-23,Chicken,g,38176.5
2026-01-23,Spices,g,3429.8
2026-01-23,Oil,ml,10581.4
2026-01-23,Vegetables,g,17303.1
2026-01-23,Egg,g,2291.6
2026-01-23,Cheese,g,7129.1
2026-01-23,Flour,g,17194.4
2026-01-24,Rice,g,41756.4
2026-01-24,Chicken,g,46874.0
2026-01-24,Spices,g,4208.6
2026-01-24,Oil,ml,13154.5
2026-01-24,Vegetables,g,23001.6
2026-01-24,Egg,g,3415.6
2026-01-24,Cheese,g,7872.3
2026-01-24,Flour,g,21288.0
2026-01-25,Rice,g,35682.5
2026-01-25,Chicken,g,41726.1
2026-01-25,Spices,g,3783.7
2026-01-25,Oil,ml,11998.6
2026-01-25,Vegetables,g,21732.6
2026-01-25,Egg,g,2854.6
2026-01-25,Cheese,g,8394.0
2026-01-25,Flour,g,22863.9
2026-01-26,Rice,g,35090.9
2026-01-26,Chicken,g,30856.8
2026-01-26,Spices,g,3156.1
2026-01-26,Oil,ml,9305.5
2026-01-26,Vegetables,g,20094.9
2026-01-26,Egg,g,3700.7
2026-01-26,Cheese,g,6248.6
2026-01-26,Flour,g,16115.6
2026-01-27,Rice,g,23731.5
2026-01-27,Chicken,g,23895.7
2026-01-27,Spices,g,2404.1
2026-01-27,Oil,ml,7480.5
2026-01-27,Vegetables,g,13768.6
2026-01-27,Egg,g,2366.9
2026-01-27,Cheese,g,4123.8
2026-01-27,Flour,g,11646.8
2026-01-28,Rice,g,24561.9
2026-01-28,Chicken,g,22108.1
2026-01-28,Spices,g,2246.8
2026-01-28,Oil,ml,6551.0
2026-01-28,Vegetables,g,14459.7
2026-01-28,Egg,g,2371.9
2026-01-28,Cheese,g,4298.5
2026-01-28,Flour,g,12157.9
2026-01-29,Rice,g,25861.7
2026-01-29,Chicken,g,27794.5
2026-01-29,Spices,g,2664.0
2026-01-29,Oil,ml,7795.9
2026-01-29,Vegetables,g,14537.9
2026-01-29,Egg,g,2240.4
2026-01-29,Cheese,g,4139.3
2026-01-29,Flour,g,12942.1
2026-01-30,Rice,g,29715.8
2026-01-30,Chicken,g,30789.4
2026-01-30,Spices,g,3016.6
2026-01-30,Oil,ml,8842.7
2026-01-30,Vegetables,g,18087.3
2026-01-30,Egg,g,2489.6
2026-01-30,Cheese,g,7936.6
2026-01-30,Flour,g,19083.3
2026-01-31,Rice,g,31693.8
2026-01-31,Chicken,g,38914.2
2026-01-31,Spices,g,3682.5
2026-01-31,Oil,ml,12098.9
2026-01-31,Vegetables,g,18027.3
2026-01-31,Egg,g,2436.1
2026-01-31,Cheese,g,7296.9
2026-01-31,Flour,g,19124.1
2026-02-01,Rice,g,36395.0
2026-02-01,Chicken,g,38265.0
2026-02-01,Spices,g,3411.2
2026-02-01,Oil,ml,10013.2
2026-02-01,Vegetables,g,20993.6
2026-02-01,Egg,g,2634.8
2026-02-01,Cheese,g,8718.8
2026-02-01,Flour,g,21752.9
2026-02-02,Rice,g,25473.7
2026-02-02,Chicken,g,24560.0
2026-02-02,Spices,g,2541.5
2026-02-02,Oil,ml,7500.5
2026-02-02,Vegetables,g,13256.6
2026-02-02,Egg,g,2038.3
2026-02-02,Cheese,g,3781.1
2026-02-02,Flour,g,10980.0
2026-02-03,Rice,g,20555.9
2026-02-03,Chicken,g,24628.2
2026-02-03,Spices,g,2318.0
2026-02-03,Oil,ml,7435.8
2026-02-03,Vegetables,g,12540.1
2026-02-03,Egg,g,1649.0
2026-02-03,Cheese,g,5063.2
2026-02-03,Flour,g,13934.5
2026-02-04,Rice,g,22657.6
2026-02-04,Chicken,g,27977.1
2026-02-04,Spices,g,2790.6
2026-02-04,Oil,ml,9064.0
2026-02-04,Vegetables,g,12377.2
2026-02-04,Egg,g,1683.2
2026-02-04,Cheese,g,4108.3
2026-02-04,Flour,g,12081.9
2026-02-05,Rice,g,27185.1
2026-02-05,Chicken,g,31151.8
2026-02-05,Spices,g,3019.7
2026-02-05,Oil,ml,9496.7
2026-02-05,Vegetables,g,15985.1
2026-02-05,Egg,g,2358.6
2026-02-05,Cheese,g,6526.5
2026-02-05,Flour,g,15967.6
2026-02-06,Rice,g,33520.0
2026-02-06,Chicken,g,37420.2
2026-02-06,Spices,g,3576.9
2026-02-06,Oil,ml,11129.9
2026-02-06,Vegetables,g,18554.3
2026-02-06,Egg,g,2618.3
2026-02-06,Cheese,g,6814.4
2026-02-06,Flour,g,17949.2
2026-02-07,Rice,g,36577.2
2026-02-07,Chicken,g,40375.0
2026-02-07,Spices,g,3628.3
2026-02-07,Oil,ml,11484.5
2026-02-07,Vegetables,g,21265.9
2026-02-07,Egg,g,2922.6
2026-02-07,Cheese,g,8033.0
2026-02-07,Flour,g,20788.1
2026-02-08,Rice,g,32498.5
2026-02-08,Chicken,g,42891.2
2026-02-08,Spices,g,3935.7
2026-02-08,Oil,ml,12376.9
2026-02-08,Vegetables,g,17966.0
2026-02-08,Egg,g,2059.8
2026-02-08,Cheese,g,6843.2
2026-02-08,Flour,g,18581.6
2026-02-09,Rice,g,27682.7
2026-02-09,Chicken,g,26076.9
2026-02-09,Spices,g,2739.9
2026-02-09,Oil,ml,8138.0
2026-02-09,Vegetables,g,14459.5
2026-02-09,Egg,g,2540.4
2026-02-09,Cheese,g,3895.3
2026-02-09,Flour,g,11496.3
2026-02-10,Rice,g,25172.2
2026-02-10,Chicken,g,24283.7
2026-02-10,Spices,g,2513.2
2026-02-10,Oil,ml,7552.7
2026-02-10,Vegetables,g,13608.1
2026-02-10,Egg,g,2314.2
2026-02-10,Cheese,g,4199.8
2026-02-10,Flour,g,11604.1
2026-02-11,Rice,g,28240.9
2026-02-11,Chicken,g,30723.0
2026-02-11,Spices,g,2905.3
2026-02-11,Oil,ml,9525.3
2026-02-11,Vegetables,g,17448.2
2026-02-11,Egg,g,3082.1
2026-02-11,Cheese,g,6195.1
2026-02-11,Flour,g,16772.3
2026-02-12,Rice,g,35011.9
2026-02-12,Chicken,g,32328.8
2026-02-12,Spices,g,3263.6
2026-02-12,Oil,ml,8817.6
2026-02-12,Vegetables,g,16801.5
2026-02-12,Egg,g,2762.1
2026-02-12,Cheese,g,4568.5
2026-02-12,Flour,g,12641.4
2026-02-13,Rice,g,35587.5
2026-02-13,Chicken,g,37957.3
2026-02-13,Spices,g,3493.6
2026-02-13,Oil,ml,9643.2
2026-02-13,Vegetables,g,19362.6
2026-02-13,Egg,g,1967.6
2026-02-13,Cheese,g,7978.9
2026-02-13,Flour,g,20283.9
2026-02-14,Rice,g,37352.9
2026-02-14,Chicken,g,42701.7
2026-02-14,Spices,g,3896.2
2026-02-14,Oil,ml,11299.4
2026-02-14,Vegetables,g,21265.6
2026-02-14,Egg,g,2370.2
2026-02-14,Cheese,g,8609.6
2026-02-14,Flour,g,22237.9
2026-02-15,Rice,g,41620.6
2026-02-15,Chicken,g,42832.7
2026-02-15,Spices,g,4038.2
2026-02-15,Oil,ml,11681.1
2026-02-15,Vegetables,g,20717.7
2026-02-15,Egg,g,2758.0
2026-02-15,Cheese,g,6444.5
2026-02-15,Flour,g,17983.5
2026-02-16,Rice,g,27107.8
2026-02-16,Chicken,g,24679.1
2026-02-16,Spices,g,2582.6
2026-02-16,Oil,ml,7763.9
2026-02-16,Vegetables,g,13882.4
2026-02-16,Egg,g,2668.6
2026-02-16,Cheese,g,3342.5
2026-02-16,Flour,g,9768.4
2026-02-17,Rice,g,29649.5
2026-02-17,Chicken,g,27095.1
2026-02-17,Spices,g,2696.5
2026-02-17,Oil,ml,7867.0
2026-02-17,Vegetables,g,15329.7
2026-02-17,Egg,g,2638.8
2026-02-17,Cheese,g,4567.1
2026-02-17,Flour,g,11689.7
2026-02-18,Rice,g,27249.3
2026-02-18,Chicken,g,27947.0
2026-02-18,Spices,g,2803.0
2026-02-18,Oil,ml,8507.9
2026-02-18,Vegetables,g,14639.7
2026-02-18,Egg,g,2600.2
2026-02-18,Cheese,g,4369.6
2026-02-18,Flour,g,12103.8
2026-02-19,Rice,g,27258.7
2026-02-19,Chicken,g,26905.6
2026-02-19,Spices,g,2623.0
2026-02-19,Oil,ml,7880.0
2026-02-19,Vegetables,g,14692.6
2026-02-19,Egg,g,2383.2
2026-02-19,Cheese,g,4747.0
2026-02-19,Flour,g,12521.8
2026-02-20,Rice,g,37492.5
2026-02-20,Chicken,g,38573.2
2026-02-20,Spices,g,3738.1
2026-02-20,Oil,ml,11753.7
2026-02-20,Vegetables,g,20534.1
2026-02-20,Egg,g,3069.0
2026-02-20,Cheese,g,7550.8
2026-02-20,Flour,g,19619.4
2026-02-21,Rice,g,33413.5
2026-02-21,Chicken,g,37446.8
2026-02-21,Spices,g,3234.9
2026-02-21,Oil,ml,10368.2
2026-02-21,Vegetables,g,19876.1
2026-02-21,Egg,g,2941.2
2026-02-21,Cheese,g,7339.5
2026-02-21,Flour,g,19727.8
2026-02-22,Rice,g,32652.1
2026-02-22,Chicken,g,38955.5
2026-02-22,Spices,g,3562.5
2026-02-22,Oil,ml,11546.4
2026-02-22,Vegetables,g,19469.4
2026-02-22,Egg,g,2583.7
2026-02-22,Cheese,g,7562.7
2026-02-22,Flour,g,20102.7
2026-02-23,Rice,g,21681.1
2026-02-23,Chicken,g,24395.8
2026-02-23,Spices,g,2389.4
2026-02-23,Oil,ml,7847.9
2026-02-23,Vegetables,g,13748.3
2026-02-23,Egg,g,2068.7
2026-02-23,Cheese,g,5093.9
2026-02-23,Flour,g,14035.2
2026-02-24,Rice,g,26004.2
2026-02-24,Chicken,g,26131.2
2026-02-24,Spices,g,2579.7
2026-02-24,Oil,ml,7547.3
2026-02-24,Vegetables,g,14820.6
2026-02-24,Egg,g,2058.9
2026-02-24,Cheese,g,5858.7
2026-02-24,Flour,g,13976.4
2026-02-25,Rice,g,37342.7
2026-02-25,Chicken,g,36122.6
2026-02-25,Spices,g,3581.7
2026-02-25,Oil,ml,10489.0
2026-02-25,Vegetables,g,19078.9
2026-02-25,Egg,g,3338.6
2026-02-25,Cheese,g,4841.4
2026-02-25,Flour,g,14388.2
2026-02-26,Rice,g,32813.8
2026-02-26,Chicken,g,33309.0
2026-02-26,Spices,g,3404.4
2026-02-26,Oil,ml,9583.7
2026-02-26,Vegetables,g,16766.1
2026-02-26,Egg,g,2426.9
2026-02-26,Cheese,g,4781.3
2026-02-26,Flour,g,14232.9
2026-02-27,Rice,g,29840.4
2026-02-27,Chicken,g,33708.1
2026-02-27,Spices,g,3306.5
2026-02-27,Oil,ml,10653.5
2026-02-27,Vegetables,g,17533.1
2026-02-27,Egg,g,2617.5
2026-02-27,Cheese,g,6806.7
2026-02-27,Flour,g,17610.4
2026-02-28,Rice,g,39709.0
2026-02-28,Chicken,g,42783.5
2026-02-28,Spices,g,3901.5
2026-02-28,Oil,ml,11217.4
2026-02-28,Vegetables,g,23882.8
2026-02-28,Egg,g,2800.7
2026-02-28,Cheese,g,10239.3
2026-02-28,Flour,g,24785.2
2026-03-01,Rice,g,41911.1
2026-03-01,Chicken,g,46977.2
2026-03-01,Spices,g,4232.7
2026-03-01,Oil,ml,12260.4
2026-03-01,Vegetables,g,23808.3
2026-03-01,Egg,g,3065.3
2026-03-01,Cheese,g,9256.9
2026-03-01,Flour,g,24078.1
2026-03-02,Rice,g,28693.3
2026-03-02,Chicken,g,27469.2
2026-03-02,Spices,g,2959.0
2026-03-02,Oil,ml,9213.7
2026-03-02,Vegetables,g,15574.9
2026-03-02,Egg,g,3122.6
2026-03-02,Cheese,g,4136.3
2026-03-02,Flour,g,11746.2
2026-03-03,Rice,g,29567.1
2026-03-03,Chicken,g,33388.8
2026-03-03,Spices,g,3061.5
2026-03-03,Oil,ml,9407.0
2026-03-03,Vegetables,g,14660.6
2026-03-03,Egg,g,1937.1
2026-03-03,Cheese,g,4804.0
2026-03-03,Flour,g,13500.8
2026-03-04,Rice,g,28413.5
2026-03-04,Chicken,g,27330.9
2026-03-04,Spices,g,2646.1
2026-03-04,Oil,ml,7953.5
2026-03-04,Vegetables,g,15980.0
2026-03-04,Egg,g,2469.7
2026-03-04,Cheese,g,5167.4
2026-03-04,Flour,g,14247.8
2026-03-05,Rice,g,32108.9
2026-03-05,Chicken,g,34084.4
2026-03-05,Spices,g,3379.4
2026-03-05,Oil,ml,10147.2
2026-03-05,Vegetables,g,18006.1
2026-03-05,Egg,g,2733.8
2026-03-05,Cheese,g,6237.5
2026-03-05,Flour,g,16824.7
2026-03-06,Rice,g,40048.0
2026-03-06,Chicken,g,42788.0
2026-03-06,Spices,g,3871.5
2026-03-06,Oil,ml,11160.6
2026-03-06,Vegetables,g,20239.9
2026-03-06,Egg,g,2816.2
2026-03-06,Cheese,g,6409.6
2026-03-06,Flour,g,17343.3
2026-03-07,Rice,g,40092.7
2026-03-07,Chicken,g,44050.0
2026-03-07,Spices,g,4163.8
