date,item,orders
2026-01-29,Burger,44
2026-01-29,Pizza,16
2026-01-29,Pasta,30
2026-01-29,Chicken Fry,30
2026-01-30,Chicken Biriyani,74
2026-01-30,Fried Rice,47
2026-01-30,Burger,34
2026-01-30,Pizza,46
2026-01-30,Pasta,37
2026-01-30,Chicken Fry,33
2026-01-31,Chicken Biriyani,82
2026-01-31,Fried Rice,48
2026-01-31,Burger,46
2026-01-31,Pizza,41
2026-01-31,Pasta,30
2026-01-31,Chicken Fry,57
2026-02-01,Chicken Biriyani,93
2026-02-01,Fried Rice,51
2026-02-01,Burger,59
2026-02-01,Pizza,55
2026-02-01,Pasta,25
2026-02-01,Chicken Fry,35
2026-02-02,Chicken Biriyani,63
2026-02-02,Fried Rice,40
2026-02-02,Burger,26
2026-02-02,Pizza,17
2026-02-02,Pasta,27
2026-02-02,Chicken Fry,29
2026-02-03,Chicken Biriyani,51
2026-02-03,Fried Rice,33
2026-02-03,Burger,36
2026-02-03,Pizza,26
2026-02-03,Pasta,27
2026-02-03,Chicken Fry,33
2026-02-04,Chicken Biriyani,59
2026-02-04,Fried Rice,33
2026-02-04,Burger,26
2026-02-04,Pizza,20
2026-02-04,Pasta,27
2026-02-04,Chicken Fry,45
2026-02-05,Chicken Biriyani,66
2026-02-05,Fried Rice,46
2026-02-05,Burger,38
2026-02-05,Pizza,38
2026-02-05,Pasta,25
2026-02-05,Chicken Fry,42
2026-02-06,Chicken Biriyani,86
2026-02-06,Fried Rice,51
2026-02-06,Burger,49
2026-02-06,Pizza,35
2026-02-06,Pasta,33
2026-02-06,Chicken Fry,46
2026-02-07,Chicken Biriyani,91
2026-02-07,Fried Rice,57
2026-02-07,Burger,61
2026-02-07,Pizza,45
2026-02-07,Pasta,31
2026-02-07,Chicken Fry,44
2026-02-08,Chicken Biriyani,93
2026-02-08,Fried Rice,40
2026-02-08,Burger,55
2026-02-08,Pizza,37
2026-02-08,Pasta,27
2026-02-08,Chicken Fry,58
2026-02-09,Chicken Biriyani,66
2026-02-09,Fried Rice,49
2026-02-09,Burger,32
2026-02-09,Pizza,19
2026-02-09,Pasta,23
2026-02-09,Chicken Fry,31
2026-02-10,Chicken Biriyani,56
2026-02-10,Fried Rice,45
2026-02-10,Burger,31
2026-02-10,Pizza,20
2026-02-10,Pasta,25
2026-02-10,Chicken Fry,31
2026-02-11,Chicken Biriyani,55
2026-02-11,Fried Rice,60
2026-02-11,Burger,51
2026-02-11,Pizza,32
2026-02-11,Pasta,28
2026-02-11,Chicken Fry,42
2026-02-12,Chicken Biriyani,87
2026-02-12,Fried Rice,53
2026-02-12,Burger,38
2026-02-12,Pizza,24
2026-02-12,Pasta,19
2026-02-12,Chicken Fry,32
2026-02-13,Chicken Biriyani,101
2026-02-13,Fried Rice,39
2026-02-13,Burger,47
2026-02-13,Pizza,46
2026-02-13,Pasta,35
2026-02-13,Chicken Fry,33
2026-02-14,Chicken Biriyani,105
2026-02-14,Fried Rice,47
2026-02-14,Burger,64
2026-02-14,Pizza,47
2026-02-14,Pasta,35
2026-02-14,Chicken Fry,42
2026-02-15,Chicken Biriyani,113
2026-02-15,Fried Rice,54
2026-02-15,Burger,55
2026-02-15,Pizza,33
2026-02-15,Pasta,30
2026-02-15,Chicken Fry,44
2026-02-16,Chicken Biriyani,59
2026-02-16,Fried Rice,52
2026-02-16,Burger,30
2026-02-16,Pizza,16
2026-02-16,Pasta,18
2026-02-16,Chicken Fry,31
2026-02-17,Chicken Biriyani,70
2026-02-17,Fried Rice,50
2026-02-17,Burger,30
2026-02-17,Pizza,27
2026-02-17,Pasta,16
2026-02-17,Chicken Fry,29
2026-02-18,Chicken Biriyani,63
2026-02-18,Fried Rice,49
2026-02-18,Burger,37
2026-02-18,Pizza,24
2026-02-18,Pasta,16
2026-02-18,Chicken Fry,36
2026-02-19,Chicken Biriyani,66
2026-02-19,Fried Rice,46
2026-02-19,Burger,33
2026-02-19,Pizza,27
2026-02-19,Pasta,18
2026-02-19,Chicken Fry,30
2026-02-20,Chicken Biriyani,88
2026-02-20,Fried Rice,60
2026-02-20,Burger,48
2026-02-20,Pizza,44
2026-02-20,Pasta,30
2026-02-20,Chicken Fry,49
2026-02-21,Chicken Biriyani,77
2026-02-21,Fried Rice,57
2026-02-21,Burger,74
2026-02-21,Pizza,39
2026-02-21,Pasta,24
2026-02-21,Chicken Fry,40
2026-02-22,Chicken Biriyani,84
2026-02-22,Fried Rice,49
2026-02-22,Burger,64
2026-02-22,Pizza,41
2026-02-22,Pasta,28
2026-02-22,Chicken Fry,48
2026-02-23,Chicken Biriyani,50
2026-02-23,Fried Rice,40
2026-02-23,Burger,38
2026-02-23,Pizza,24
2026-02-23,Pasta,30
2026-02-23,Chicken Fry,33
2026-02-24,Chicken Biriyani,67
2026-02-24,Fried Rice,40
2026-02-24,Burger,26
2026-02-24,Pizza,34
2026-02-24,Pasta,25
2026-02-24,Chicken Fry,27
2026-02-25,Chicken Biriyani,91
2026-02-25,Fried Rice,64
2026-02-25,Burger,41
2026-02-25,Pizza,23
2026-02-25,Pasta,28
2026-02-25,Chicken Fry,39
2026-02-26,Chicken Biriyani,87
2026-02-26,Fried Rice,47
2026-02-26,Burger,38
2026-02-26,Pizza,21
2026-02-26,Pasta,33
2026-02-26,Chicken Fry,38
2026-02-27,Chicken Biriyani,72
2026-02-27,Fried Rice,52
2026-02-27,Burger,40
2026-02-27,Pizza,43
2026-02-27,Pasta,21
2026-02-27,Chicken Fry,48
2026-02-28,Chicken Biriyani,108
2026-02-28,Fried Rice,55
2026-02-28,Burger,63
2026-02-28,Pizza,58
2026-02-28,Pasta,36
2026-02-28,Chicken Fry,38
2026-03-01,Chicken Biriyani,114
2026-03-01,Fried Rice,58
2026-03-01,Burger,75
2026-03-01,Pizza,55
2026-03-01,Pasta,28
2026-03-01,Chicken Fry,47
2026-03-02,Chicken Biriyani,62
2026-03-02,Fried Rice,59
2026-03-02,Burger,30
2026-03-02,Pizza,21
2026-03-02,Pasta,23
2026-03-02,Chicken Fry,39
2026-03-03,Chicken Biriyani,81
2026-03-03,Fried Rice,37
2026-03-03,Burger,41
2026-03-03,Pizza,24
2026-03-03,Pasta,22
2026-03-03,Chicken Fry,39
2026-03-04,Chicken Biriyani,68
2026-03-04,Fried Rice,48
2026-03-04,Burger,44
2026-03-04,Pizza,25
2026-03-04,Pasta,28
2026-03-04,Chicken Fry,28
2026-03-05,Chicken Biriyani,80
2026-03-05,Fried Rice,53
2026-03-05,Burger,46
2026-03-05,Pizza,34
2026-03-05,Pasta,27
2026-03-05,Chicken Fry,42
2026-03-06,Chicken Biriyani,109
2026-03-06,Fried Rice,55
2026-03-06,Burger,63
2026-03-06,Pizza,34
2026-03-06,Pasta,21
2026-03-06,Chicken Fry,42
2026-03-07,Chicken Biriyani,99
2026-03-07,Fried Rice,61
2026-03-07,Burger,59
2026-03-07,Pizza,60
2026-03-07,Pasta,29
2026-03-07,Chicken Fry,55
2026-03-08,Chicken Biriyani,106
2026-03-08,Fried Rice,64
2026-03-08,Burger,42
2026-03-08,Pizza,47
2026-03-08,Pasta,31
2026-03-08,Chicken Fry,45
2026-03-09,Chicken Biriyani,62
2026-03-09,Fried Rice,55
2026-03-09,Burger,36
2026-03-09,Pizza,19
2026-03-09,Pasta,17
2026-03-09,Chicken Fry,42
2026-03-10,Chicken Biriyani,74
2026-03-10,Fried Rice,52
2026-03-10,Burger,44
2026-03-10,Pizza,25
2026-03-10,Pasta,26
2026-03-10,Chicken Fry,38
2026-03-11,Chicken Biriyani,80
2026-03-11,Fried Rice,37
2026-03-11,Burger,34
2026-03-11,Pizza,33
2026-03-11,Pasta,32
2026-03-11,Chicken Fry,43
2026-03-12,Chicken Biriyani,79
2026-03-12,Fried Rice,55
2026-03-12,Burger,39
2026-03-12,Pizza,28
2026-03-12,Pasta,18
2026-03-12,Chicken Fry,41
2026-03-13,Chicken Biriyani,110
2026-03-13,Fried Rice,73
2026-03-13,Burger,55
2026-03-13,Pizza,38
2026-03-13,Pasta,25
2026-03-13,Chicken Fry,26
2026-03-14,Chicken Biriyani,106
2026-03-14,Fried Rice,45
2026-03-14,Burger,55
2026-03-14,Pizza,51
2026-03-14,Pasta,38
2026-03-14,Chicken Fry,51
2026-03-15,Chicken Biriyani,103
2026-03-15,Fried Rice,67
2026-03-15,Burger,44
2026-03-15,Pizza,43
2026-03-15,Pasta,37
2026-03-15,Chicken Fry,52
2026-03-16,Chicken Biriyani,66
2026-03-16,Fried Rice,32
2026-03-16,Burger,28
2026-03-16,Pizza,25
2026-03-16,Pasta,33
2026-03-16,Chicken Fry,35
2026-03-17,Chicken Biriyani,67
2026-03-17,Fried Rice,32
2026-03-17,Burger,38
2026-03-17,Pizza,17
2026-03-17,Pasta,29
2026-03-17,Chicken Fry,32
2026-03-18,Chicken Biriyani,62
2026-03-18,Fried Rice,45
2026-03-18,Burger,51
2026-03-18,Pizza,21
2026-03-18,Pasta,30
2026-03-18,Chicken Fry,36
2026-03-19,Chicken Biriyani,90
2026-03-19,Fried Rice,60
2026-03-19,Burger,39
2026-03-19,Pizza,30
2026-03-19,Pasta,34
2026-03-19,Chicken Fry,33
2026-03-20,Chicken Biriyani,134
2026-03-20,Fried Rice,60
2026-03-20,Burger,60
2026-03-20,Pizza,76
2026-03-20,Pasta,34
2026-03-20,Chicken Fry,65
2026-03-21,Chicken Biriyani,105
2026-03-21,Fried Rice,68
2026-03-21,Burger,56
2026-03-21,Pizza,54
2026-03-21,Pasta,23
2026-03-21,Chicken Fry,49
2026-03-22,Chicken Biriyani,109
2026-03-22,Fried Rice,43
2026-03-22,Burger,73
2026-03-22,Pizza,61
2026-03-22,Pasta,28
2026-03-22,Chicken Fry,41
2026-03-23,Chicken Biriyani,84
2026-03-23,Fried Rice,43
2026-03-23,Burger,33
2026-03-23,Pizza,20
2026-03-23,Pasta,30
2026-03-23,Chicken Fry,23
2026-03-24,Chicken Biriyani,75
2026-03-24,Fried Rice,45
2026-03-24,Burger,40
2026-03-24,Pizza,24
2026-03-24,Pasta,32
2026-03-24,Chicken Fry,35
2026-03-25,Chicken Biriyani,62
2026-03-25,Fried Rice,45
2026-03-25,Burger,29
2026-03-25,Pizza,18
2026-03-25,Pasta,30
2026-03-25,Chicken Fry,34
2026-03-26,Chicken Biriyani,74
2026-03-26,Fried Rice,52
2026-03-26,Burger,43
2026-03-26,Pizza,25
2026-03-26,Pasta,32
2026-03-26,Chicken Fry,48
2026-03-27,Chicken Biriyani,81
2026-03-27,Fried Rice,56
2026-03-27,Burger,59
2026-03-27,Pizza,41
2026-03-27,Pasta,30
2026-03-27,Chicken Fry,48
2026-03-28,Chicken Biriyani,111
2026-03-28,Fried Rice,60
2026-03-28,Burger,79
2026-03-28,Pizza,44
2026-03-28,Pasta,24
2026-03-28,Chicken Fry,53
2026-03-29,Chicken Biriyani,104
2026-03-29,Fried Rice,51
2026-03-29,Burger,68
2026-03-29,Pizza,48
2026-03-29,Pasta,34
2026-03-29,Chicken Fry,35
2026-03-30,Chicken Biriyani,62
2026-03-30,Fried Rice,39
2026-03-30,Burger,29
2026-03-30,Pizza,27
2026-03-30,Pasta,31
2026-03-30,Chicken Fry,44
2026-03-31,Chicken Biriyani,72
2026-03-31,Fried Rice,51
2026-03-31,Burger,31
2026-03-31,Pizza,17
2026-03-31,Pasta,27
2026-03-31,Chicken Fry,35
2026-04-01,Chicken Biriyani,59
2026-04-01,Fried Rice,50
2026-04-01,Burger,45
2026-04-01,Pizza,31
2026-04-01,Pasta,27
2026-04-01,Chicken Fry,37
2026-04-02,Chicken Biriyani,85
2026-04-02,Fried Rice,56
2026-04-02,Burger,39
2026-04-02,Pizza,40
2026-04-02,Pasta,34
2026-04-02,Chicken Fry,51
2026-04-03,Chicken Biriyani,124
2026-04-03,Fried Rice,49
2026-04-03,Burger,76
2026-04-03,Pizza,44
2026-04-03,Pasta,33
2026-04-03,Chicken Fry,58
2026-04-04,Chicken Biriyani,109
2026-04-04,Fried Rice,65
2026-04-04,Burger,72
2026-04-04,Pizza,51
2026-04-04,Pasta,41
2026-04-04,Chicken Fry,66
2026-04-05,Chicken Biriyani,96
2026-04-05,Fried Rice,48
2026-04-05,Burger,79
2026-04-05,Pizza,60
2026-04-05,Pasta,25
2026-04-05,Chicken Fry,53
2026-04-06,Chicken Biriyani,73
2026-04-06,Fried Rice,51
2026-04-06,Burger,30
2026-04-06,Pizza,25
2026-04-06,Pasta,27
2026-04-06,Chicken Fry,39
2026-04-07,Chicken Biriyani,82
2026-04-07,Fried Rice,56
2026-04-07,Burger,34
2026-04-07,Pizza,23
2026-04-07,Pasta,23
2026-04-07,Chicken Fry,36
2026-04-08,Chicken Biriyani,54
2026-04-08,Fried Rice,48
2026-04-08,Burger,28
2026-04-08,Pizza,26
2026-04-08,Pasta,23
2026-04-08,Chicken Fry,40
2026-04-09,Chicken Biriyani,75
2026-04-09,Fried Rice,50
2026-04-09,Burger,45
2026-04-09,Pizza,32
2026-04-09,Pasta,29
2026-04-09,Chicken Fry,56
2026-04-10,Chicken Biriyani,107
2026-04-10,Fried Rice,48
2026-04-10,Burger,49
2026-04-10,Pizza,55
2026-04-10,Pasta,30
2026-04-10,Chicken Fry,44
2026-04-11,Chicken Biriyani,119
2026-04-11,Fried Rice,77
2026-04-11,Burger,80
2026-04-11,Pizza,75
2026-04-11,Pasta,29
2026-04-11,Chicken Fry,53
2026-04-12,Chicken Biriyani,99
2026-04-12,Fried Rice,59
2026-04-12,Burger,65
2026-04-12,Pizza,47
2026-04-12,Pasta,29
2026-04-12,Chicken Fry,56
2026-04-13,Chicken Biriyani,84
2026-04-13,Fried Rice,55
2026-04-13,Burger,51
2026-04-13,Pizza,26
2026-04-13,Pasta,24
2026-04-13,Chicken Fry,39
2026-04-14,Chicken Biriyani,77
2026-04-14,Fried Rice,60
2026-04-14,Burger,41
2026-04-14,Pizza,37
2026-04-14,Pasta,42
2026-04-14,Chicken Fry,44
2026-04-15,Chicken Biriyani,65
2026-04-15,Fried Rice,49
2026-04-15,Burger,53
2026-04-15,Pizza,24
2026-04-15,Pasta,25
2026-04-15,Chicken Fry,39
2026-04-16,Chicken Biriyani,84
2026-04-16,Fried Rice,52
2026-04-16,Burger,49
2026-04-16,Pizza,34
2026-04-16,Pasta,28
2026-04-16,Chicken Fry,48
2026-04-17,Chicken Biriyani,86
2026-04-17,Fried Rice,56
2026-04-17,Burger,56
2026-04-17,Pizza,45
2026-04-17,Pasta,36
2026-04-17,Chicken Fry,36
2026-04-18,Chicken Biriyani,102
2026-04-18,Fried Rice,50
2026-04-18,Burger,69
2026-04-18,Pizza,53
2026-04-18,Pasta,41
2026-04-18,Chicken Fry,53
2026-04-19,Chicken Biriyani,90
2026-04-19,Fried Rice,59
2026-04-19,Burger,50
2026-04-19,Pizza,46
2026-04-19,Pasta,33
2026-04-19,Chicken Fry,47
2026-04-20,Chicken Biriyani,71
2026-04-20,Fried Rice,50
2026-04-20,Burger,33
2026-04-20,Pizza,29
2026-04-20,Pasta,31
2026-04-20,Chicken Fry,36
2026-04-21,Chicken Biriyani,74
2026-04-21,Fried Rice,50
2026-04-21,Burger,29
2026-04-21,Pizza,16
2026-04-21,Pasta,22
2026-04-21,Chicken Fry,41
2026-04-22,Chicken Biriyani,74
2026-04-22,Fried Rice,62
2026-04-22,Burger,39
2026-04-22,Pizza,27
2026-04-22,Pasta,23
2026-04-22,Chicken Fry,35
2026-04-23,Chicken Biriyani,80
2026-04-23,Fried Rice,57
2026-04-23,Burger,49
2026-04-23,Pizza,27
2026-04-23,Pasta,33
2026-04-23,Chicken Fry,45
2026-04-24,Chicken Biriyani,95
2026-04-24,Fried Rice,72
2026-04-24,Burger,50
2026-04-24,Pizza,46
2026-04-24,Pasta,31
2026-04-24,Chicken Fry,52
2026-04-25,Chicken Biriyani,117
2026-04-25,Fried Rice,54
2026-04-25,Burger,53
2026-04-25,Pizza,53
2026-04-25,Pasta,42
2026-04-25,Chicken Fry,49
2026-04-26,Chicken Biriyani,111
2026-04-26,Fried Rice,55
2026-04-26,Burger,64
2026-04-26,Pizza,48
2026-04-26,Pasta,28
2026-04-26,Chicken Fry,51
2026-04-27,Chicken Biriyani,67
2026-04-27,Fried Rice,63
2026-04-27,Burger,43
2026-04-27,Pizza,29
2026-04-27,Pasta,31
2026-04-27,Chicken Fry,40
2026-04-28,Chicken Biriyani,62
2026-04-28,Fried Rice,37
2026-04-28,Burger,30
2026-04-28,Pizza,25
2026-04-28,Pasta,42
2026-04-28,Chicken Fry,33
2026-04-29,Chicken Biriyani,76
2026-04-29,Fried Rice,52
2026-04-29,Burger,38
2026-04-29,Pizza,27
2026-04-29,Pasta,16
2026-04-29,Chicken Fry,44
2026-04-30,Chicken Biriyani,96
2026-04-30,Fried Rice,70
2026-04-30,Burger,57
2026-04-30,Pizza,26
2026-04-30,Pasta,31
2026-04-30,Chicken Fry,42
2026-05-01,Chicken Biriyani,155
2026-05-01,Fried Rice,71
2026-05-01,Burger,83
2026-05-01,Pizza,72
2026-05-01,Pasta,45
2026-05-01,Chicken Fry,85
2026-05-02,Chicken Biriyani,134
2026-05-02,Fried Rice,67
2026-05-02,Burger,89
2026-05-02,Pizza,46
2026-05-02,Pasta,26
2026-05-02,Chicken Fry,64
2026-05-03,Chicken Biriyani,109
2026-05-03,Fried Rice,65
2026-05-03,Burger,68
2026-05-03,Pizza,55
2026-05-03,Pasta,43
2026-05-03,Chicken Fry,45
2026-05-04,Chicken Biriyani,65
2026-05-04,Fried Rice,58
2026-05-04,Burger,39
2026-05-04,Pizza,17
2026-05-04,Pasta,35
2026-05-04,Chicken Fry,38
2026-05-05,Chicken Biriyani,67
2026-05-05,Fried Rice,35
2026-05-05,Burger,44
2026-05-05,Pizza,30
2026-05-05,Pasta,30
2026-05-05,Chicken Fry,40
2026-05-06,Chicken Biriyani,78
2026-05-06,Fried Rice,45
2026-05-06,Burger,50
2026-05-06,Pizza,33
2026-05-06,Pasta,23
2026-05-06,Chicken Fry,44
2026-05-07,Chicken Biriyani,87
2026-05-07,Fried Rice,50
2026-05-07,Burger,39
2026-05-07,Pizza,33
2026-05-07,Pasta,35
2026-05-07,Chicken Fry,41
2026-05-08,Chicken Biriyani,94
2026-05-08,Fried Rice,76
2026-05-08,Burger,69
2026-05-08,Pizza,62
2026-05-08,Pasta,33
2026-05-08,Chicken Fry,59
2026-05-09,Chicken Biriyani,110
2026-05-09,Fried Rice,61
2026-05-09,Burger,74
2026-05-09,Pizza,63
2026-05-09,Pasta,40
2026-05-09,Chicken Fry,69
2026-05-10,Chicken Biriyani,109
2026-05-10,Fried Rice,66
2026-05-10,Burger,60
2026-05-10,Pizza,53
2026-05-10,Pasta,33
2026-05-10,Chicken Fry,47
2026-05-11,Chicken Biriyani,85
2026-05-11,Fried Rice,44
2026-05-11,Burger,32
2026-05-11,Pizza,32
2026-05-11,Pasta,31
2026-05-11,Chicken Fry,33
2026-05-12,Chicken Biriyani,72
2026-05-12,Fried Rice,68
2026-05-12,Burger,35
2026-05-12,Pizza,30
2026-05-12,Pasta,33
2026-05-12,Chicken Fry,40
2026-05-13,Chicken Biriyani,75
2026-05-13,Fried Rice,62
2026-05-13,Burger,48
2026-05-13,Pizza,19
2026-05-13,Pasta,34
2026-05-13,Chicken Fry,42
2026-05-14,Chicken Biriyani,102
2026-05-14,Fried Rice,52
2026-05-14,Burger,59
2026-05-14,Pizza,31
2026-05-14,Pasta,34
2026-05-14,Chicken Fry,35
2026-05-15,Chicken Biriyani,109
2026-05-15,Fried Rice,74
2026-05-15,Burger,49
2026-05-15,Pizza,60
2026-05-15,Pasta,27
2026-05-15,Chicken Fry,57
2026-05-16,Chicken Biriyani,93
2026-05-16,Fried Rice,69
2026-05-16,Burger,79
2026-05-16,Pizza,50
2026-05-16,Pasta,40
2026-05-16,Chicken Fry,52
2026-05-17,Chicken Biriyani,101
2026-05-17,Fried Rice,82
2026-05-17,Burger,83
2026-05-17,Pizza,60
2026-05-17,Pasta,28
2026-05-17,Chicken Fry,50
2026-05-18,Chicken Biriyani,62
2026-05-18,Fried Rice,62
2026-05-18,Burger,40
2026-05-18,Pizza,23
2026-05-18,Pasta,25
2026-05-18,Chicken Fry,39
2026-05-19,Chicken Biriyani,84
2026-05-19,Fried Rice,69
2026-05-19,Burger,32
2026-05-19,Pizza,27
2026-05-19,Pasta,17
2026-05-19,Chicken Fry,39
2026-05-20,Chicken Biriyani,76
2026-05-20,Fried Rice,45
2026-05-20,Burger,41
2026-05-20,Pizza,26
2026-05-20,Pasta,37
2026-05-20,Chicken Fry,43
2026-05-21,Chicken Biriyani,118
2026-05-21,Fried Rice,44
2026-05-21,Burger,61
2026-05-21,Pizza,33
2026-05-21,Pasta,33
2026-05-21,Chicken Fry,50
2026-05-22,Chicken Biriyani,85
2026-05-22,Fried Rice,45
2026-05-22,Burger,55
2026-05-22,Pizza,46
2026-05-22,Pasta,30
2026-05-22,Chicken Fry,56
2026-05-23,Chicken Biriyani,146
2026-05-23,Fried Rice,65
2026-05-23,Burger,74
2026-05-23,Pizza,80
2026-05-23,Pasta,32
2026-05-23,Chicken Fry,64
2026-05-24,Chicken Biriyani,118
2026-05-24,Fried Rice,55
2026-05-24,Burger,90
2026-05-24,Pizza,42
2026-05-24,Pasta,30
2026-05-24,Chicken Fry,66
2026-05-25,Chicken Biriyani,62
2026-05-25,Fried Rice,53
2026-05-25,Burger,27
2026-05-25,Pizza,33
2026-05-25,Pasta,26
2026-05-25,Chicken Fry,51
2026-05-26,Chicken Biriyani,64
2026-05-26,Fried Rice,65
2026-05-26,Burger,33
2026-05-26,Pizza,29
2026-05-26,Pasta,19
2026-05-26,Chicken Fry,38
2026-05-27,Chicken Biriyani,63
2026-05-27,Fried Rice,60
2026-05-27,Burger,35
2026-05-27,Pizza,24
2026-05-27,Pasta,32
2026-05-27,Chicken Fry,34
2026-05-28,Chicken Biriyani,87
2026-05-28,Fried Rice,54
2026-05-28,Burger,39
2026-05-28,Pizza,37
2026-05-28,Pasta,33
2026-05-28,Chicken Fry,46
2026-05-29,Chicken Biriyani,87
2026-05-29,Fried Rice,64
2026-05-29,Burger,61
2026-05-29,Pizza,45
2026-05-29,Pasta,40
2026-05-29,Chicken Fry,62
2026-05-30,Chicken Biriyani,105
2026-05-30,Fried Rice,54
2026-05-30,Burger,66
2026-05-30,Pizza,43
2026-05-30,Pasta,43
2026-05-30,Chicken Fry,53
2026-05-31,Chicken Biriyani,133
2026-05-31,Fried Rice,57
2026-05-31,Burger,86
2026-05-31,Pizza,78
2026-05-31,Pasta,36
2026-05-31,Chicken Fry,46
2026-06-01,Chicken Biriyani,85
2026-06-01,Fried Rice,51
2026-06-01,Burger,45
2026-06-01,Pizza,27
2026-06-01,Pasta,32
2026-06-01,Chicken Fry,40
2026-06-02,Chicken Biriyani,74
2026-06-02,Fried Rice,50
2026-06-02,Burger,33
2026-06-02,Pizza,18
2026-06-02,Pasta,26
2026-06-02,Chicken Fry,34
2026-06-03,Chicken Biriyani,84
2026-06-03,Fried Rice,51
2026-06-03,Burger,49
2026-06-03,Pizza,31
2026-06-03,Pasta,30
2026-06-03,Chicken Fry,45
2026-06-04,Chicken Biriyani,99
2026-06-04,Fried Rice,65
2026-06-04,Burger,47
2026-06-04,Pizza,34
2026-06-04,Pasta,30
2026-06-04,Chicken Fry,46
2026-06-05,Chicken Biriyani,113
2026-06-05,Fried Rice,78
2026-06-05,Burger,55
2026-06-05,Pizza,45
2026-06-05,Pasta,26
2026-06-05,Chicken Fry,63
2026-06-06,Chicken Biriyani,123
2026-06-06,Fried Rice,58
2026-06-06,Burger,103
2026-06-06,Pizza,59
2026-06-06,Pasta,47
2026-06-06,Chicken Fry,80
2026-06-07,Chicken Biriyani,145
2026-06-07,Fried Rice,75
2026-06-07,Burger,65
2026-06-07,Pizza,64
2026-06-07,Pasta,32
2026-06-07,Chicken Fry,41
2026-06-08,Chicken Biriyani,84
2026-06-08,Fried Rice,63
2026-06-08,Burger,39
2026-06-08,Pizza,26
2026-06-08,Pasta,34
2026-06-08,Chicken Fry,42
2026-06-09,Chicken Biriyani,83
2026-06-09,Fried Rice,33
2026-06-09,Burger,48
2026-06-09,Pizza,22
2026-06-09,Pasta,22
2026-06-09,Chicken Fry,36
2026-06-10,Chicken Biriyani,88
2026-06-10,Fried Rice,67
2026-06-10,Burger,45
2026-06-10,Pizza,32
2026-06-10,Pasta,32
2026-06-10,Chicken Fry,52
2026-06-11,Chicken Biriyani,86
2026-06-11,Fried Rice,84
2026-06-11,Burger,39
2026-06-11,Pizza,39
2026-06-11,Pasta,39
2026-06-11,Chicken Fry,43
2026-06-12,Chicken Biriyani,132
2026-06-12,Fried Rice,66
2026-06-12,Burger,61
2026-06-12,Pizza,50
2026-06-12,Pasta,29
2026-06-12,Chicken Fry,57
2026-06-13,Chicken Biriyani,132
2026-06-13,Fried Rice,87
2026-06-13,Burger,84
2026-06-13,Pizza,48
2026-06-13,Pasta,33
2026-06-13,Chicken Fry,39
2026-06-14,Chicken Biriyani,111
2026-06-14,Fried Rice,87
2026-06-14,Burger,59
2026-06-14,Pizza,69
2026-06-14,Pasta,35
2026-06-14,Chicken Fry,56
2026-06-15,Chicken Biriyani,64
2026-06-15,Fried Rice,55
2026-06-15,Burger,45
2026-06-15,Pizza,38
2026-06-15,Pasta,36
2026-06-15,Chicken Fry,42
2026-06-16,Chicken Biriyani,59
2026-06-16,Fried Rice,49
2026-06-16,Burger,43
2026-06-16,Pizza,27
2026-06-16,Pasta,24
2026-06-16,Chicken Fry,46
2026-06-17,Chicken Biriyani,81
2026-06-17,Fried Rice,55
2026-06-17,Burger,45
2026-06-17,Pizza,26
2026-06-17,Pasta,35
2026-06-17,Chicken Fry,42
2026-06-18,Chicken Biriyani,89
2026-06-18,Fried Rice,68
2026-06-18,Burger,45
2026-06-18,Pizza,29
2026-06-18,Pasta,33
2026-06-18,Chicken Fry,46
2026-06-19,Chicken Biriyani,99
2026-06-19,Fried Rice,68
2026-06-19,Burger,62
2026-06-19,Pizza,46
2026-06-19,Pasta,37
2026-06-19,Chicken Fry,52
2026-06-20,Chicken Biriyani,114
2026-06-20,Fried Rice,74
2026-06-20,Burger,85
2026-06-20,Pizza,66
2026-06-20,Pasta,43
2026-06-20,Chicken Fry,66
2026-06-21,Chicken Biriyani,119
2026-06-21,Fried Rice,52
2026-06-21,Burger,69
2026-06-21,Pizza,50
2026-06-21,Pasta,38
2026-06-21,Chicken Fry,61
2026-06-22,Chicken Biriyani,57
2026-06-22,Fried Rice,65
2026-06-22,Burger,46
2026-06-22,Pizza,36
2026-06-22,Pasta,31
2026-06-22,Chicken Fry,23
2026-06-23,Chicken Biriyani,66
2026-06-23,Fried Rice,60
2026-06-23,Burger,35
2026-06-23,Pizza,33
2026-06-23,Pasta,20
2026-06-23,Chicken Fry,35
2026-06-24,Chicken Biriyani,83
2026-06-24,Fried Rice,62
2026-06-24,Burger,56
2026-06-24,Pizza,23
2026-06-24,Pasta,34
2026-06-24,Chicken Fry,44
2026-06-25,Chicken Biriyani,85
2026-06-25,Fried Rice,62
2026-06-25,Burger,57
2026-06-25,Pizza,43
2026-06-25,Pasta,41
2026-06-25,Chicken Fry,63
2026-06-26,Chicken Biriyani,123
2026-06-26,Fried Rice,85
2026-06-26,Burger,70
2026-06-26,Pizza,54
2026-06-26,Pasta,34
2026-06-26,Chicken Fry,65
2026-06-27,Chicken Biriyani,103
2026-06-27,Fried Rice,79
2026-06-27,Burger,84
2026-06-27,Pizza,54
2026-06-27,Pasta,32
2026-06-27,Chicken Fry,52
2026-06-28,Chicken Biriyani,129
2026-06-28,Fried Rice,63
2026-06-28,Burger,77
2026-06-28,Pizza,60
2026-06-28,Pasta,32
